#ies_format_version: 1.0
#file: 20260204_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec61850_measurement1;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.stVal
#005;	iec61850_measurement2;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.ctlModel
#006;	iec61850_measurement3;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Beh.stVal
#007;	iec61850_measurement4;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Health.stVal
#008;	iec61850_measurement5;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Loc.stVal
#009;	modbus_register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
#010;	modbus_register2;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec61850_measurement1;	iec61850_measurement2;	iec61850_measurement3;	iec61850_measurement4;	iec61850_measurement5;	modbus_register1;	modbus_register2
20260204;	150612;	1770197772.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150616;	1770197776.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150620;	1770197780.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150624;	1770197784.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150628;	1770197788.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150632;	1770197792.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150636;	1770197796.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150640;	1770197800.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150644;	1770197804.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150648;	1770197808.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150652;	1770197812.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150656;	1770197816.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150700;	1770197820.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150704;	1770197824.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150708;	1770197828.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150712;	1770197832.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150716;	1770197836.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150720;	1770197840.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150724;	1770197844.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150728;	1770197848.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150732;	1770197852.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150736;	1770197856.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150740;	1770197860.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150744;	1770197864.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150748;	1770197868.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150752;	1770197872.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150756;	1770197876.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150800;	1770197880.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150804;	1770197884.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150808;	1770197888.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150812;	1770197892.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150816;	1770197896.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150820;	1770197900.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150824;	1770197904.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150828;	1770197908.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150832;	1770197912.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150836;	1770197916.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150840;	1770197920.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150844;	1770197924.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150848;	1770197928.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150852;	1770197932.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150856;	1770197936.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150900;	1770197940.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150904;	1770197944.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150908;	1770197948.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150912;	1770197952.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150916;	1770197956.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150920;	1770197960.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150924;	1770197964.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150928;	1770197968.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150932;	1770197972.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150936;	1770197976.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150940;	1770197980.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150944;	1770197984.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150948;	1770197988.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150952;	1770197992.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	150956;	1770197996.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151000;	1770198000.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151004;	1770198004.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151008;	1770198008.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151012;	1770198012.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151016;	1770198016.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151020;	1770198020.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151024;	1770198024.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151028;	1770198028.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151032;	1770198032.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151036;	1770198036.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151040;	1770198040.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151044;	1770198044.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151048;	1770198048.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151052;	1770198052.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151056;	1770198056.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151100;	1770198060.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151104;	1770198064.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151108;	1770198068.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151112;	1770198072.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151116;	1770198076.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151120;	1770198080.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151124;	1770198084.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151128;	1770198088.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151132;	1770198092.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151136;	1770198096.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151140;	1770198100.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151144;	1770198104.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151148;	1770198108.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151152;	1770198112.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151156;	1770198116.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151200;	1770198120.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151204;	1770198124.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151208;	1770198128.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151212;	1770198132.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151216;	1770198136.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151220;	1770198140.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151224;	1770198144.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151228;	1770198148.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151232;	1770198152.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151236;	1770198156.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151240;	1770198160.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151244;	1770198164.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151248;	1770198168.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151252;	1770198172.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151256;	1770198176.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151300;	1770198180.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151304;	1770198184.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151308;	1770198188.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151312;	1770198192.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151316;	1770198196.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151320;	1770198200.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151324;	1770198204.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151328;	1770198208.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151332;	1770198212.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151336;	1770198216.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151340;	1770198220.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151344;	1770198224.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151348;	1770198228.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151352;	1770198232.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151356;	1770198236.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151400;	1770198240.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151404;	1770198244.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151408;	1770198248.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151412;	1770198252.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151416;	1770198256.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151420;	1770198260.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151424;	1770198264.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151428;	1770198268.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151432;	1770198272.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151436;	1770198276.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151440;	1770198280.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151444;	1770198284.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151448;	1770198288.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151452;	1770198292.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151456;	1770198296.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151500;	1770198300.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151504;	1770198304.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151508;	1770198308.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151512;	1770198312.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151516;	1770198316.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151520;	1770198320.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151524;	1770198324.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151528;	1770198328.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151532;	1770198332.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151536;	1770198336.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151540;	1770198340.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151544;	1770198344.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151548;	1770198348.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151552;	1770198352.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151556;	1770198356.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151600;	1770198360.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151604;	1770198364.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151608;	1770198368.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151612;	1770198372.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151616;	1770198376.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151620;	1770198380.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151624;	1770198384.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151628;	1770198388.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151632;	1770198392.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151636;	1770198396.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151640;	1770198400.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151644;	1770198404.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151648;	1770198408.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151652;	1770198412.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151656;	1770198416.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151700;	1770198420.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151704;	1770198424.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151708;	1770198428.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151712;	1770198432.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151716;	1770198436.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151720;	1770198440.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151724;	1770198444.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151728;	1770198448.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151732;	1770198452.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151736;	1770198456.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151740;	1770198460.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151744;	1770198464.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151748;	1770198468.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151752;	1770198472.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151756;	1770198476.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151800;	1770198480.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151804;	1770198484.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151808;	1770198488.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151812;	1770198492.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151816;	1770198496.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151820;	1770198500.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151824;	1770198504.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151828;	1770198508.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151832;	1770198512.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151836;	1770198516.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151840;	1770198520.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151844;	1770198524.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151848;	1770198528.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151852;	1770198532.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151856;	1770198536.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151900;	1770198540.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151904;	1770198544.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151908;	1770198548.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151912;	1770198552.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151916;	1770198556.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151920;	1770198560.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151924;	1770198564.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151928;	1770198568.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151932;	1770198572.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151936;	1770198576.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151940;	1770198580.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151944;	1770198584.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151948;	1770198588.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151952;	1770198592.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	151956;	1770198596.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152000;	1770198600.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152004;	1770198604.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152008;	1770198608.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152012;	1770198612.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152016;	1770198616.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152020;	1770198620.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152024;	1770198624.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152028;	1770198628.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152032;	1770198632.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152036;	1770198636.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152040;	1770198640.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152044;	1770198644.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152048;	1770198648.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152052;	1770198652.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152056;	1770198656.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152100;	1770198660.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152104;	1770198664.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
20260204;	152108;	1770198668.000;	 +100.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      0;	      0
